房源编号 城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼层 电梯 车位 用水 用电 燃气 供暖
SH2307940423165026304 上海 浦东 惠南 民乐城文竹苑 51 整租 南 1800元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 15层 无 NULL NULL NULL NULL NULL 
SH2206327962419068928 上海 静安 静安寺 美丽园大酒店 52 整租 南 6000元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 28层 有 NULL 商水 商电 无 集中供暖 
SH2292034680868052992 上海 黄浦 老西门 新世纪大厦 40 整租 南 8000元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 高楼层 19层 有 NULL 商水 商电 无 NULL 
SH2304195530810458112 上海 徐汇 龙华 三江小区 32 整租 南/北 4300元/月 (季付价) 1室 0厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2285419091001090048 上海 静安 江宁路 新丰小区 36 整租 东 5000元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 7层 无 NULL 民水 民电 有 集中供暖 
SH2284100286714740736 上海 浦东 书院镇 丽泽梅傲苑 129 整租 南/北 1000元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305171812587413504 上海 闵行 浦江 浦江世博家园十三街坊 25 整租 南/北 1350元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 随时可 11 14层 有 租用车位 民水 民电 无 NULL 
SH2294221307413807104 上海 静安 静安寺 华山路693号 27 整租 南 5200元/月 (季付价) 1室 0厅 2卫 随时入住 1年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2274512379251531776 上海 徐汇 华泾 华欣家园 62 整租 南/北 4000元/月 (季付价) 2室 1厅 1卫 随时入住 3年以上 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH1938803659815264256 上海 青浦 朱家角 海上湾闻涧 98 整租 向暂无 1500元/月 NULL 3室 2厅 1卫 NULL NULL NULL 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2293222838548832256 上海 静安 曹家渡 鑫阳公寓 9 合租 南 1800元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 1 16层 NULL NULL NULL NULL NULL NULL 
SH2301144974328340480 上海 黄浦 打浦桥 斜土新村 44 整租 东 7000元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 低楼层 7层 无 NULL 民水 民电 无 NULL 
SH2301315857848213504 上海 黄浦 新天地 重庆公寓 58 整租 北 7500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2096241692486410240 上海 黄浦 新天地 松韵小区 31 整租 南 9000元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 低楼层 3层 无 NULL 民水 民电 无 NULL 
SH2310580340081049600 上海 徐汇 华泾 华建二街坊 43 整租 南 3200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2309130829043081216 上海 黄浦 打浦桥 瞿西新村 33 整租 东北 4300元/月 (季付价) 1室 0厅 1卫 2019-08-20 1年以内 需提前预约 低楼层 7层 无 NULL 民水 民电 无 NULL 
SH2283176378348617728 上海 徐汇 龙华 三江小区 47 整租 南 4500元/月 (季付价) 1室 1厅 1卫 随时入住 3年以上 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2202639003575132160 上海 浦东 宣桥 欣秋苑 129 整租 南 2200元/月 NULL 3室 2厅 2卫 随时入住 NULL 需提前预约 低楼层 11层 有 NULL 民水 民电 无 NULL 
SH2198301559111565312 上海 浦东 泥城镇 云树雅居 49 整租 南 1000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2305167392545972224 上海 闵行 浦江 浦江世博家园七街坊 30 整租 南/北 1300元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 随时可 3 5层 无 租用车位 民水 民电 无 NULL 
SH2299246180426579968 上海 闵行 浦江 浦江人才公寓 30 整租 东南/南 1510元/月 (月付价) 1室 1厅 1卫 随时入住 6~12个月 随时可 4 6层 无 NULL NULL NULL NULL NULL 
SH2304807312008675328 上海 闵行 莘庄 中祥哥德堡 12 合租 南 1300元/月 (月付价) 5室 1厅 2卫 随时入住 1年 随时可 9 12层 有 租用车位 民水 民电 无 自采暖 
SH2157320218039558144 上海 青浦 盈浦 北极星广场 47 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 13层 无 NULL 商水 商电 无 NULL 
SH2303366685555965952 上海 黄浦 五里桥 局门路165号 32 整租 西 5600元/月 NULL 1室 0厅 1卫 2019-08-15 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2286682575680307200 上海 虹口 江湾镇 江杨家园 23 整租 南 2900元/月 (月付价) 1室 1厅 1卫 随时入住 1年 随时可 6 11层 有 租用车位 民水 民电 无 自采暖 
SH2265071706765279232 上海 浦东 泥城镇 云树雅居 62 整租 南 1200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 4层 无 NULL 民水 民电 无 NULL 
SH2308401311005556736 上海 虹口 江湾镇 虹北公寓 9 整租 南 1888元/月 (月付价) 1室 0厅 1卫 随时入住 1年 随时可 2 2层 无 租用车位 民水 民电 无 自采暖 
SH2225073408084025344 上海 浦东 临港新城 宜浩佳园 80 整租 南 2200元/月 NULL 2室 1厅 1卫 随时入住 NULL 一般下班后可 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2309876288346923008 上海 静安 静安寺 美丽园公寓 40 整租 南 6600元/月 (季付价) 1室 1厅 1卫 随时入住 1年以上 随时可 7 37层 有 NULL 民水 民电 无 NULL 
SH2312163621088018432 上海 浦东 惠南 彩虹雅苑 56 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2308559480507334656 上海 闵行 浦江 水语人家北苑 42 整租 南 1500元/月 (月付价) 1室 0厅 1卫 随时入住 1年 随时可 7 11层 有 NULL 民水 民电 无 NULL 
SH2288311678460772352 上海 静安 江宁路 新丰小区 38 整租 东 6000元/月 (季付价) 1室 0厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 有 集中供暖 
SH2307982653255073792 上海 徐汇 华东理工 梅陇七村 49 整租 南 3900元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2287445980222078976 上海 徐汇 长桥 长桥一村 40 整租 南 3700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
SH2296424062416855040 上海 徐汇 龙华 周家湾小区 40 整租 南 4400元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2300013548165931008 上海 黄浦 淮海中路 茂名大楼 55 整租 南 8000元/月 (季付价) 1室 1厅 1卫 2019-08-10 3年以内 需提前预约 低楼层 16层 有 NULL 民水 民电 无 NULL 
SH2293966021393907712 上海 浦东 北蔡 大华锦绣华城(四街区) 15 合租 南 1380元/月 (月付价) 3室 1厅 2卫 随时入住 1年以上 随时可 16 18层 有 NULL 民水 民电 无 NULL 
SH2298433547599618048 上海 徐汇 万体馆 漕溪一村 32 整租 南 4500元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2307915212939853824 上海 静安 曹家渡 四和花园 28 整租 北 5600元/月 (季付价) 1室 0厅 1卫 随时入住 3年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2301945510220800000 上海 闵行 浦江 浦江世博家园十街坊 37 整租 南 1680元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 需提前预约 5 13层 有 NULL 民水 民电 无 NULL 
SH2291009524502634496 上海 静安 江宁路 新丰小区 32 整租 南 5500元/月 (季付价) 1室 0厅 1卫 2019-08-25 1年以内 需提前预约 高楼层 7层 有 NULL 民水 民电 有 集中供暖 
SH2309905590903635968 上海 徐汇 漕河泾 华悦家园 32 合租 南 2600元/月 (月付价) 3室 1厅 3卫 随时入住 2~12个月 随时可 26 35层 有 租用车位 民水 民电 有 NULL 
SH2244770029805502464 上海 黄浦 老西门 新世纪大厦 36 整租 西 5500元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 19层 有 NULL 商水 商电 无 NULL 
SH2307078764494340096 上海 徐汇 华东理工 梅陇三村 40 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 只能周末 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2298279540985962496 上海 浦东 惠南 惠康苑 58 整租 南 1000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 18层 有 NULL 民水 民电 无 自采暖 
SH2290489409985839104 上海 黄浦 世博滨江 中南公寓 49 整租 南 6000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 17层 有 NULL 民水 民电 无 NULL 
SH2270733072935174144 上海 徐汇 漕河泾 华悦家园 28 合租 南 2650元/月 (月付价) 3室 1厅 3卫 随时入住 3~12个月 随时可 8 35层 有 NULL 民水 民电 有 NULL 
SH2309145334506323968 上海 黄浦 人民广场 平和里 75 整租 南 8500元/月 (季付价) 1室 1厅 1卫 2019-08-05 3年以内 需提前预约 中楼层 8层 有 NULL 民水 民电 无 NULL 
SH2234521673552904192 上海 浦东 惠南 听潮一村 62 整租 南 1900元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305687359020072960 上海 徐汇 徐家汇 华苑大厦 10 合租 东 2000元/月 (月付价) 4室 0厅 2卫 随时入住 1年以上 随时可 16 30层 有 NULL 民水 民电 有 NULL 
SH2309884568817647616 上海 浦东 张江 玉兰香苑(二期) 20 合租 北 1900元/月 (季付价) 3室 1厅 3卫 随时入住 5~12个月 随时可 3 6层 无 租用车位 民水 民电 有 自采暖 
SH2267093514980966400 上海 浦东 泥城镇 乾耀东港 88 整租 南 1000元/月 NULL 2室 2厅 1卫 随时入住 NULL 一般下班后可 中楼层 13层 有 NULL 民水 民电 有 自采暖 
SH2166428980889264128 上海 松江 九亭 绿庭尚城 18 合租 南 1300元/月 (季付价) 4室 1厅 1卫 随时入住 1年 随时可 14 14层 NULL 租用车位 NULL NULL NULL 自采暖 
SH2298235708185788416 上海 静安 曹家渡 延平路237弄 37 整租 南 5400元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2286897017039372288 上海 浦东 金桥 乾昌大厦 20 整租 南 2250元/月 (月付价) 1室 1厅 1卫 随时入住 3~24个月 随时可 5 9层 NULL NULL NULL NULL NULL NULL 
SH2308545031675854848 上海 静安 静安寺 镇宁路404弄 53 整租 南 6200元/月 (季付价) 1室 2厅 1卫 随时入住 2年以内 需提前预约 低楼层 7层 无 NULL 民水 民电 有 NULL 
SH2309289268692402176 上海 浦东 北蔡 大华锦绣华城(一街区) 17 合租 南 1500元/月 (月付价) 3室 1厅 3卫 随时入住 1年以上 随时可 8 18层 有 租用车位 民水 民电 无 自采暖 
SH2157279236870635520 上海 青浦 盈浦 北极星广场 47 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 13层 无 NULL 商水 商电 无 NULL 
SH2296989071186608128 上海 浦东 北蔡 德圣苑 16 合租 南 1500元/月 (季付价) 2室 0厅 2卫 随时入住 1~2年 随时可 6 16层 有 NULL 民水 民电 无 NULL 
SH2285503158677676032 上海 黄浦 淮海中路 瑞雪大楼 35 整租 南 6500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 17层 有 NULL 民水 民电 有 自采暖 
SH2304852635926675456 上海 静安 南京西路 升平小区 48 整租 南 7000元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2311615714508668928 上海 浦东 曹路 金海华城华康佳苑 80 整租 南 3800元/月 (季付价) 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 无 NULL 民水 民电 无 NULL 
SH2304879014138871808 上海 徐汇 植物园 园南三村 42 整租 南 3700元/月 NULL 1室 1厅 1卫 随时入住 NULL 只能周末 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2313519912737308672 上海 黄浦 蓬莱公园 中福浦江汇 55 整租 南 8300元/月 (季付价) 2室 1厅 1卫 随时入住 3年以内 需提前预约 高楼层 24层 有 NULL 民水 民电 有 NULL 
SH2250686478688993280 上海 浦东 三林 同康苑 12 合租 北 1200元/月 (月付价) 3室 1厅 2卫 随时入住 6~12个月 随时可 7 32层 有 NULL 民水 民电 无 NULL 
SH2307784707925868544 上海 闵行 浦江 浦江世博家园十三街坊 23 整租 南 1680元/月 (月付价) 1室 1厅 1卫 随时入住 6个月以上 随时可 5 10层 无 租用车位 民水 民电 无 NULL 
SH2312043378554183680 上海 浦东 川沙 思凡南苑 75 整租 南 2200元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305645635283451904 上海 浦东 惠南 民乐城文竹苑 77 整租 南 1000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 17层 无 NULL NULL NULL NULL NULL 
SH2211398381606281216 上海 浦东 祝桥 朗诗未来树 69 整租 南 2100元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2280348203352064000 上海 静安 曹家渡 四和花园 32 整租 南 5200元/月 (季付价) 1室 0厅 1卫 随时入住 3年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2203656987529715712 上海 黄浦 新天地 梅兰坊 35 整租 南 7000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 3层 无 NULL 民水 民电 无 NULL 
SH2296354554385801216 上海 徐汇 上海南站 汇成一村 60 整租 南 4500元/月 NULL 2室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305553252223565824 上海 青浦 徐泾 明珠家园(青浦) 18 合租 西 1100元/月 (季付价) 1室 0厅 1卫 随时入住 1年 随时可 3 4层 NULL 租用车位 NULL NULL NULL NULL 
SH2253606315760812032 上海 浦东 万祥镇 凯德新视界(一期) 103 整租 南/北 2200元/月 (季付价) 3室 2厅 2卫 随时入住 3年以内 需提前预约 高楼层 12层 无 NULL 民水 民电 无 NULL 
SH2309296143147999232 上海 浦东 惠南 惠康苑东苑 58 整租 南 1500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 18层 有 NULL 民水 民电 有 自采暖 
SH2305011848342413312 上海 虹口 江湾镇 江杨家园 25 整租 南 2600元/月 (月付价) 1室 0厅 1卫 随时入住 1年 随时可 1 1层 有 租用车位 民水 民电 无 NULL 
SH2292462111055683584 上海 徐汇 华泾 东湾小区 41 整租 南 3200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 未知 6层 无 NULL 民水 民电 无 NULL 
SH2302011394163752960 上海 闵行 浦江 水语人家北苑 18 合租 南 1020元/月 (月付价) 2室 1厅 1卫 随时入住 3~24个月 随时可 3 11层 有 NULL 民水 民电 无 NULL 
SH2308810792013152256 上海 闵行 浦江 浦江智汇园 25 整租 东南/南/西南 1710元/月 (月付价) 1室 1厅 1卫 随时入住 6个月以上 随时可 9 12层 有 租用车位 民水 民电 无 NULL 
SH2310598077766959104 上海 浦东 惠南 荡湾新村 51 整租 南 1700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2307667118004371456 上海 普陀 甘泉宜川 新宜小区 40 整租 南 3300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2287452932641128448 上海 浦东 惠南 惠康苑 79 整租 南 2000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 有 NULL 民水 民电 无 自采暖 
SH2307179831382507520 上海 长宁 北新泾 通协小区 15 合租 东 2500元/月 (季付价) 2室 1厅 1卫 随时入住 1~2年 随时可 3 13层 有 租用车位 民水 民电 无 自采暖 
SH2275212930117279744 上海 静安 江宁路 绿杨村 29 整租 北 6500元/月 (季付价) 1室 0厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2299744917716738048 上海 徐汇 漕河泾 华悦家园 22 整租 南 3333元/月 (月付价) 1室 1厅 1卫 随时入住 1年 随时可 9 28层 有 NULL 民水 民电 有 NULL 
SH2302031808419594240 上海 普陀 桃浦 桃浦五村山茶苑 10 合租 西 1650元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 6 6层 NULL 租用车位 NULL NULL NULL NULL 
SH2280131790075338752 上海 黄浦 蓬莱公园 西凌新邨 31 整租 南 5500元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
SH2296244955150565376 上海 浦东 北蔡 大华锦绣华城(十五街区) 18 合租 南 2000元/月 (月付价) 3室 1厅 3卫 随时入住 1年以上 随时可 12 18层 有 NULL 民水 民电 有 NULL 
SH2283127588492673024 上海 黄浦 新天地 马当路328弄 43 整租 南 6000元/月 (季付价) 1室 2厅 1卫 随时入住 1个月以上 随时可 3 3层 NULL NULL NULL NULL NULL NULL 
SH2308547605191737344 上海 黄浦 世博滨江 中南公寓 69 整租 南 8500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 17层 有 NULL 民水 民电 无 NULL 
SH2305751596455706624 上海 黄浦 打浦桥 南园小区 51 整租 南 7000元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 29层 有 NULL 民水 民电 有 NULL 
SH2302850351810232320 上海 浦东 世博 浦虹苑 21 合租 南 1820元/月 (月付价) 3室 0厅 1卫 随时入住 1年 随时可 5 6层 NULL NULL NULL NULL NULL NULL 
SH2304069135862071296 上海 闵行 浦江 浦江智汇园 18 合租 南 1380元/月 (月付价) 2室 1厅 1卫 随时入住 3~24个月 随时可 3 13层 有 租用车位 民水 民电 无 自采暖 
SH2314324261437194240 上海 静安 曹家渡 高荣小区 34 整租 南 4600元/月 NULL 1室 0厅 1卫 随时入住 NULL 一般下班后可 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2307191621848145920 上海 徐汇 上海南站 汇成四村 39 整租 南 3600元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
